,Residuals
560,-0.027763189202046235
561,-0.026393378588684513
562,-0.025370711646418798
563,-0.027098156577009647
564,-0.02449880088363976
565,-0.023892912786543263
566,-0.021009744079409032
567,-0.020887975267246617
568,-0.02233049253444719
569,-0.020423567417733324
570,-0.016600946115270077
571,-0.019387070280888707
572,-0.020299555108781675
573,-0.0201009824221714
574,-0.016408315587195688
575,-0.01304399620835639
576,-0.009831722592943848
577,-0.014561306281974495
578,-0.01846363869410972
579,-0.009593912145231087
580,-0.00606954751135369
581,-0.008812391829509991
582,-0.005684218112296691
583,-0.00843527919785636
584,-0.011514972235074694
585,-0.015558973407872045
586,-0.02033532660576043
587,-0.019586167720042624
588,-0.018248587824349016
589,-0.011780628812781302
590,-0.012668915897783961
591,-0.013220112318851562
592,-0.01022805422230455
593,-0.005873800723458444
594,-0.005576234875837471
595,0.0010478983748161141
596,0.005399851244249021
597,0.013045040809913644
598,0.012209062681630911
599,0.009938848303631787
600,-0.0009174086542618198
601,-0.0024900635848812414
602,-0.003442753481484928
603,-0.0022545599921688364
604,-0.005112884007925089
605,-0.00374016823862533
606,-0.00974172741648971
607,-0.002014917593212928
608,-0.006118929820630115
609,-0.0019811840591223984
610,-0.003897331237572743
611,-0.009090679398271462
612,-0.010724688830888951
613,-0.012478961171327185
614,-0.016899152461009592
615,-0.015060677927339228
616,-0.014215567073993185
617,-0.014767115692754018
618,-0.01742888286870148
619,-0.0167917966447515
620,-0.023336238854000158
621,-0.02913569332011079
622,-0.031230786051494874
623,-0.033014874742269384
624,-0.03448724104407752
625,-0.03222488304922244
626,-0.034683253925075874
627,-0.034526756464137165
628,-0.03374577231342002
629,-0.028770839713384788
630,-0.02830218415423147
631,-0.025095468803161936
632,-0.018121741451317064
633,-0.010489966962216712
634,0.005591938808732877
635,0.008654375206530673
636,-0.00042254786903050956
637,0.0003022605234495046
638,-0.0014769479950409448
639,0.0033422847518309595
640,-0.00028573425273847874
641,-0.0057298718957863315
642,-0.006942280071561058
643,-0.004876320407726453
644,-0.0006070246020293268
645,-0.00015148378172114008
646,-0.0023003277247131138
647,-0.0012832991933180438
648,0.0012643804817606963
649,-0.002260979076401881
650,0.003144605006006884
651,0.007583238063501696
652,0.011735801868454132
653,0.01404160427505552
654,0.018224692464439585
655,0.021847655417756684
656,0.019863411936720254
657,0.02351388559262979
658,0.023510660812828377
659,0.00928453514533345
660,-0.009280121031471467
661,-0.009136441666587558
662,-0.008735841906901243
663,-0.00550379543642876
664,-0.007120011731300835
665,0.005212844639915559
666,0.008983981672358254
667,0.0021714759442961196
668,-0.012709111938622897
669,-0.02039795802634181
670,-0.019425772476552083
671,-0.01834129683433794
672,-0.012006258639372547
673,-0.01155189965633241
674,-0.012699454742307381
675,-0.014834273773919548
676,-0.019005849173787226
677,-0.02488086190442118
678,-0.028216751283313357
679,-0.03432055075160356
680,-0.04384899412061394
681,-0.04012557434096742
682,-0.04230463836338849
683,-0.04495218085654251
684,-0.048460766969890656
685,-0.05005314654870041
686,-0.05378827800586805
687,-0.05171926395365922
688,-0.053156535280795225
689,-0.056193613997860936
690,-0.056682229246970195
691,-0.05983108582520913
692,-0.05743954665714135
693,-0.0557689151426537
694,-0.055887532075578505
695,-0.05435366192699753
696,-0.056051062871770085
697,-0.054012394181237156
698,-0.057856520631263564
699,-0.06313905990601398
700,-0.06759231496597451
701,-0.07225763732766488
702,-0.07231472752559043
703,-0.07479950584868433
704,-0.07225079277327495
705,-0.0726965682437335
706,-0.07130982068999892
707,-0.06251994512683368
708,-0.05748216921179505
709,-0.0548315603410785
710,-0.05654866205875031
711,-0.05451515398861062
712,-0.06335986034505936
713,-0.06794649545012632
714,-0.06746926033458145
715,-0.06061175672902408
716,-0.0568240716672328
717,-0.07448002248375118
718,-0.06912230854891632
719,-0.0722598279756621
720,-0.07228410992285283
721,-0.06530711942614431
722,-0.060020694489315574
723,-0.05961120267299691
724,-0.07357721629281677
725,-0.07577035026225154
726,-0.08436963820253318
727,-0.09530429220097503
728,-0.09860600863760283
729,-0.10415668312095328
730,-0.12899189578165604
731,-0.11392365553200356
732,-0.12013496492201448
733,-0.11832096912124612
734,-0.11086594426168084
735,-0.11348760243726908
736,-0.10616057011692881
737,-0.10780752787204051
738,-0.1094463428074981
739,-0.11533040609976908
740,-0.11503405105175801
741,-0.11869313114955737
742,-0.13151060624505284
743,-0.13329134136541754
744,-0.13138236281768378
745,-0.12949787925714062
746,-0.1313873833778363
747,-0.13924641058419063
748,-0.13168522679037054
749,-0.12148213439071576
750,-0.10425137717306043
751,-0.10013897991672138
752,-0.08973986007317691
753,-0.06995375691774974
754,-0.06529615349926488
755,-0.06781593737171043
756,-0.08555447762962665
757,-0.09179492954698176
758,-0.08249491474003712
759,-0.06988762467389975
760,-0.07162442805801739
761,-0.05958815425100106
762,-0.05147299912167114
763,-0.047082366125755115
764,-0.031026460411428758
765,-0.0002980617436563193
766,0.02446168661396797
767,0.014342541772315087
768,-0.0005353918572019722
769,0.024034555719627093
770,0.05044792524949315
771,0.05121459286873531
772,0.06205452336870998
773,0.06760104539381473
774,0.04920938875565817
775,0.01156829683849736
776,0.020115492699291693
777,0.022410179400793595
778,0.02117256724899974
779,0.03308819276436381
780,0.0398186635048301
781,0.04511079660352202
782,0.04317927401423027
783,0.020002879804092544
784,0.01264962208138165
785,0.0021346148193224224
786,0.004956147097002983
787,0.003978112923885391
788,0.012535974840551134
789,0.017947242854321033
790,0.020257369803717395
791,0.002965090873209064
792,-0.0046624507415113925
793,-0.0009140809653018778
794,-0.018806467074648836
795,-0.04086057521037745
796,-0.04995103012499236
797,-0.026982059053640484
798,-0.02661507328894075
799,-0.02906596733153144
800,-0.03370513529194419
801,-0.02707784074010533
802,-0.010945865570159086
803,-0.006026008710348307
804,0.00516242820656565
805,0.01883795520018161
806,0.020778149103355403
807,0.009615760233403492
808,0.020520415764194055
809,0.01986667654031571
810,0.04145076901555278
811,0.04962048878165781
812,0.03869947951884356
813,0.0446795265997455
814,0.05848783581593153
815,0.06135330401048655
816,0.051356825153177965
817,0.040211941543065066
818,0.04061413184983742
819,0.04360425382838429
820,0.05395638346278808
821,0.06076143187548766
822,0.06350958147032415
823,0.07151777431751682
824,0.07790049918000008
825,0.09185094381330217
826,0.09278735116397208
827,0.07710921763764844
828,0.0810101366902547
829,0.0963493359063019
830,0.12077536896003593
831,0.1432567859621372
832,0.14331798154108455
833,0.10986071421400823
834,0.10652378654802774
835,0.10505726877109822
836,0.0923116610643877
837,0.07079833006010006
838,0.06724609831097439
839,0.057426036644814715
840,0.031246781909699095
841,-0.019867886558406767
842,-0.056250267740594495
843,-0.03643370022421166
844,-0.0418930801430335
845,-0.05587843456039998
846,-0.07734151573763626
847,-0.0685018855253432
848,-0.04235332854883289
849,-0.026486645242409068
850,-0.021312288330614493
851,-0.023951732393280523
852,-0.04880885229556142
853,-0.06337685848568597
854,-0.08792421148418583
855,-0.09449510454049914
856,-0.11025327328135859
857,-0.12907817480393646
858,-0.11130108364557856
859,-0.0905398929342649
860,-0.07511532846631397
861,-0.0698928296338881
862,-0.07187536206431666
863,-0.0739200592659035
864,-0.0760405309022758
865,-0.08049722838868512
866,-0.08653366606963075
867,-0.08782153461000775
868,-0.07786611922410103
869,-0.06086231869353931
870,-0.03999560871130292
871,-0.033892283059890005
872,-0.01481633576738517
873,-0.006181711769059461
874,-0.0010479621800811856
875,-0.002344544773180246
876,-0.017554940451136147
877,-0.015848094619499875
878,-0.012328946869548219
879,-0.014263777692177015
880,-0.013456778161028637
881,-0.023031355056671643
882,-0.02030177128495403
883,-0.025260494901027997
884,-0.03367851842612524
885,-0.03691471206169261
886,-0.035558951207317335
887,-0.0372514323294979
888,-0.04927819394350941
889,-0.05110924651907922
890,-0.05543371403121533
891,-0.05221903418586393
892,-0.05072044751730331
893,-0.05172137509849861
894,-0.0518489883924147
895,-0.05011516413282635
896,-0.04594886231228479
897,-0.01963922623412806
898,-0.002323844635515826
899,-0.008297735808735496
900,-0.006727417385144818
901,-0.0032634639274142785
902,0.01141270187703114
903,0.012274052213959052
904,0.017062681659503198
905,0.016282003399336276
906,0.02187582467233362
907,0.03592740735777333
908,0.044832194354430754
909,0.05441761311947957
910,0.04831232350148795
911,0.0569710918608024
912,0.05852192752376517
913,0.05826276009959308
914,0.06015510807108804
915,0.06270301663927746
916,0.06393624848385748
917,0.0760719001096497
918,0.08756242038575124
919,0.09936904954973969
920,0.09538300105819708
921,0.09699103777709794
922,0.0964923209041828
923,0.0871241110006622
924,0.08440843549913701
925,0.07693482331186985
926,0.06919373103000304
927,0.07478668356556994
928,0.07684818044990571
929,0.07471695720130533
930,0.06783388654216616
931,0.05812376411828346
932,0.07144263707065512
933,0.07427775682408999
934,0.07673262890612342
935,0.08212989642760071
936,0.07768326561493666
937,0.04891156169043853
938,0.04010918494235938
939,0.03966767480338618
940,0.0375336105482571
941,0.02913607591445988
942,0.02638962999771266
943,0.018387738770996975
944,0.014474324469665234
945,0.01755715990069895
946,0.0216921094996394
947,0.03599055500353998
948,0.041000034405264785
949,0.039619080990268785
950,0.045741784130646224
951,0.052569646286556804
952,0.06491283545240023
953,0.0862450575422109
954,0.09128431814401239
955,0.0954868006135623
956,0.10002419357627446
957,0.11220130544779927
958,0.1115326879844325
959,0.0858373609348213
960,0.08828089420562613
961,0.09783034397105439
962,0.10856253539848737
963,0.10888115202268445
964,0.09566436208626605
965,0.09586241399810724
966,0.0863229505138019
967,0.08782563926341957
968,0.09568145238444536
969,0.10481158860184969
970,0.12028459573904726
971,0.11935772572449999
972,0.10624178145718055
973,0.1088886164766194
974,0.10808420960662168
975,0.11468139214101569
976,0.10967018816702812
977,0.11031503040015522
978,0.11451695130941175
979,0.1309541264024059
980,0.1533782903189156
981,0.155780836049777
982,0.1605116764847807
983,0.18003337259817442
984,0.15439986004697737
985,0.1319912537354888
986,0.11761811455025928
987,0.09689093586667497
988,0.08532416520163366
989,0.08621031273789015
990,0.09415963249468184
991,0.08346793901341876
992,0.0743809250952907
993,0.07295595744115246
994,0.06512911621213924
995,0.06666489674649334
996,0.05445899321594361
997,0.06622088775088386
998,0.07898929767508633
999,0.09130061910695453
1000,0.09061089245714449
1001,0.0821348214847415
1002,0.07569844464731368
1003,0.05641874367955069
1004,0.05065559638872408
1005,0.06248221586135294
1006,0.06113573828662844
1007,0.05344413050651298
1008,0.04709287442706156
1009,0.03910865415292797
1010,0.037339457163072964
1011,0.03441490663862368
1012,0.037942977115923426
1013,0.04959952998311756
1014,0.051939699689494745
1015,0.0581701005889137
1016,0.055711706109336845
1017,0.028330874404581152
1018,0.030601718017802426
1019,0.025127411461360438
1020,0.03217886567660422
1021,0.02336411777984182
1022,0.022680496839235786
1023,0.0277230555994592
1024,0.023606053881714217
1025,0.02900842574207907
1026,0.02692366319758932
1027,0.030414167346204835
1028,0.04546443969758762
1029,0.06264017600062921
1030,0.042882417778930204
1031,0.03416600501209821
1032,-0.003464203573361857
1033,-0.02073103841286361
1034,-0.009819558601401823
1035,-0.012227098050514584
1036,-0.008513418804117379
1037,-0.023424045394877524
1038,-0.010191947915691557
1039,-0.009302552289891963
1040,0.004287095166949584
1041,0.016472307777911865
1042,0.02352745183610061
1043,-0.000803843210917421
1044,-0.007384816906700564
1045,0.007462841033683887
1046,0.0028678171758400595
1047,-0.00808986654780064
1048,-0.007706086455490535
1049,-0.016338931795180756
1050,-0.00957320432476827
1051,-0.0026737402594925186
1052,-0.00292251208215788
1053,0.0038963362477808516
1054,-0.002056184491186386
1055,-0.00631456368884642
1056,0.0011942862722147396
1057,0.00028925188930273293
1058,-0.006430483548864885
1059,-0.020844205101555602
1060,-0.027950710167704784
1061,-0.026632854218389568
1062,-0.02393211107056814
1063,-0.02758421774936437
1064,-0.021816667739329887
1065,-0.02040986992233762
1066,-0.018328412777057324
1067,-0.012931850049488602
1068,-0.013311044698527397
1069,-0.010276334793944741
1070,-0.006873144492608674
1071,-0.0006071437888213183
1072,0.0042977854836010465
1073,0.01588796500501033
1074,0.03443889399154898
1075,0.034221595435658614
1076,0.03150103348416167
1077,0.03453986361450667
1078,0.03769088467651116
1079,0.04837946919414371
1080,0.05321532069551971
1081,0.05491686032198473
1082,0.06322302682971959
1083,0.06900279489956951
1084,0.04877454442282847
1085,0.006333455104027053
1086,-0.03282749909980964
1087,-0.07769926093402191
1088,-0.06835740309867333
1089,-0.03501292205660533
1090,-0.023441264084464564
1091,-0.02369509239579415
1092,-0.0016503779020684561
1093,-0.007646938057911612
1094,-0.02240091721801818
1095,-0.0322484445022031
1096,-0.03473362853883799
1097,-0.032208082426363305
1098,-0.03337042886420605
1099,-0.031194514826086817
1100,0.004232493897823986
1101,-0.0020010078115042518
1102,0.0017594653019621376
1103,0.0114222086176472
1104,0.011310447418125591
1105,-0.0034005250479332005
1106,-0.005252975833656137
1107,-0.002740496033021955
1108,-0.005102661318531432
1109,-0.012388970640218488
1110,-0.020935130292793147
1111,-0.028612102976680376
1112,-0.02511640743963106
1113,-0.02540340394224394
1114,-0.02472310351290119
1115,-0.03173996952260971
1116,-0.03511672316034087
1117,-0.03728205756368297
1118,-0.039258987531745504
1119,-0.048914343999740595
1120,-0.0478418974515602
1121,-0.04767172328952718
1122,-0.06179549795224837
1123,-0.05670120516387378
1124,-0.061693458385786215
1125,-0.06399187273328089
1126,-0.05779474216192426
1127,-0.068956362676456
1128,-0.07851131536223299
1129,-0.08298948748998036
1130,-0.09715616599272359
1131,-0.0969374884956089
1132,-0.09988450627435697
1133,-0.10319054499596447
1134,-0.10793104236851647
1135,-0.11726008094026064
1136,-0.12358388734029191
1137,-0.13408613096367006
1138,-0.13881211016105155
1139,-0.14545225844633158
1140,-0.14271112117502405
1141,-0.1414650816701606
1142,-0.1492433390825063
